month,lead_organisation,organisation_type,donor,sector,education_level,monitoring_indicator,main_activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
September,Finn Church Aid,International NGO,UNHCR,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Learners enrolled across 8 primary schools supported by FCA,Finn Church Aid,Turkana,Turkana West,2023-09-02T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,11034,8400,NA,NA,Refugees,19434,Learners enrolled across 8 primary schools supported by FCA,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,19434
September,Finn Church Aid,International NGO,UNHCR,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Junior Secondary learners supported to access schools,Finn Church Aid,Turkana,Turkana West,2023-09-03T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,1007,617,NA,NA,Refugees,1624,Junior Secondary learners supported to access schools,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,1624
September,Finn Church Aid,International NGO,WFP,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,ECE learners accessing school meals with support from WFP and Government for Host Schools,Finn Church Aid,Turkana,Turkana West,2023-09-04T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,2654,2379,NA,NA,Refugees,5033,ECD learners accessing school meals with support from WFP.,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,2. Feeding programmes,5033
September,Finn Church Aid,International NGO,WFP,Education,Primary,indicator 2 # of schools/ECD spaces with feeding programmes,Primary learners accessing school meals with support from WFP and government for host schools,Finn Church Aid,Turkana,Turkana West,2023-09-05T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,10012,7400,NA,NA,Refugees,17412,Primary learners accessing school meals with support from WFP.,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,2. Feeding programmes,17412
September,Finn Church Aid,International NGO,UNHCR,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Secondary school learners supported to access schools,Finn Church Aid,Turkana,Turkana West,2023-09-06T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,NA,NA,3015,1195,Refugees,4210,Secondary school learners supported to access schools,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,4210
September,Finn Church Aid,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",BOMs participating in reflection sessions,Finn Church Aid,Turkana,Turkana West,2023-09-07T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,44,36,Refugees,80,BOMs participating in the reflection sessions across the primary schools,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,80
September,Finn Church Aid,International NGO,UNICEF,Education,ECE,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",ECE parents trained on mental health,Finn Church Aid,Turkana,Turkana West,2023-09-08T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,25,125,Refugees,150,ECD Parents training on mental health and that of their children during a crisis and how to enhance ECD enrolment.,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,150
September,Finn Church Aid,International NGO,UNICEF,Education,Secondary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",JSS parents trained on mental health,Finn Church Aid,Turkana,Turkana West,2023-09-09T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,66,104,Refugees,170,JSS parents training on mental health and that of their children during a crisis and how to enhance enrolment.,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,170
September,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Participants who attended RISE III launch,Finn Church Aid,Turkana,Turkana West,2023-09-10T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,41,51,Vulnerable Residents,92,participants attending RISE III launch,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,92
September,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",stakeholders coordination meeting,Finn Church Aid,Turkana,Turkana West,2023-09-11T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,27,24,Vulnerable Residents,51,Participants who attended RISE III stakeholders coordination meeting,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,51
August,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Learners trained on life skills,Finn Church Aid,Turkana,Turkana West,2023-09-12T00:00:00Z,2023-09-01T00:00:00Z,Completed,799,303,NA,NA,Refugees,1102,Learners who attended life skills training,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,6. Children resilience enhancing,1102
September,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Learners trained on personal hygiene management and MHM,Finn Church Aid,Turkana,Turkana West,2023-09-13T00:00:00Z,2023-09-01T00:00:00Z,Completed,1046,911,NA,NA,Refugees,1957,Learners trained on personal hygiene management and MHM,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,6. Children resilience enhancing,1957
September,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Parents from target schools trained on child protection, hygiene and sanitation practices.",Finn Church Aid,Turkana,Turkana West,2023-09-14T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,95,272,Refugees,367,Parents sensitized on child protection and refferral pathways.,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,367
September,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Learners trained on child protection and referal pathways,Finn Church Aid,Turkana,Turkana West,2023-09-15T00:00:00Z,2023-09-01T00:00:00Z,Completed,353,286,NA,NA,Refugees,639,Learners trained on child protection and referal pathways,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,6. Children resilience enhancing,639
September,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Teachers trained on ICT integration and use of ICT equipment in the context of CBC.,Finn Church Aid,Turkana,Turkana West,2023-09-16T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,83,19,Refugees,102,Teachers trained on ICT integration and use of ICT equipment in the context of CBC.,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,102
September,Finn Church Aid,International NGO,WUSC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Focal power to girls teachers trained on gender equity and equitable power dynamics,Finn Church Aid,Turkana,Turkana West,2023-09-17T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,22,28,Vulnerable Residents,50,Focal power to girls teachers trained on gender equity and equitable power dynamics,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,50
September,Finn Church Aid,International NGO,WUSC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",participants trained on power to girls learning and assessment tools,Finn Church Aid,Turkana,Turkana West,2023-09-18T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,12,10,Vulnerable Residents,22,participants trained on power to girls learning and assessment tools,FCA 5W_ EiE_September-2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,22
