month,county,sub_indicator,value,char_value,sex_modifier,beneficiary_group,age_modifier,unicef_indicator_number,unicef_indicator
February,Baringo,indicator7_cwd_boys,0,0,male,cwd,children,7,7. Children life skills mentorship
February,Baringo,indicator7_cwd_girls,0,0,female,cwd,children,7,7. Children life skills mentorship
February,Baringo,indicator7_narrative,NA,"NA",NA,NA,NA,7,7. Children life skills mentorship
March,Baringo,indicator1_all_total_children,317,317,total,all,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_all_boys,136,136,male,all,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_all_girls,181,181,female,all,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_host_community_total_children,317,317,total,host_community,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_host_community_boys,136,136,male,host_community,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_host_community_girls,181,181,female,host_community,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_idps_total_children,0,0,total,idps,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_idps_boys,0,0,male,idps,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_idps_girls,0,0,female,idps,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_refugees_total_children,0,0,total,refugees,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_refugees_boys,0,0,male,refugees,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_refugees_girls,0,0,female,refugees,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_cwd_total_children,0,0,total,cwd,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_cwd_boys,0,0,male,cwd,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_cwd_girls,0,0,female,cwd,children,1,1. OOSC accessing formal education
March,Baringo,indicator1_narrative,NA,"Three targeted and rigorous school and community based OOSC enrolment drives were conducted through child-to-child, door-to-door approaches, and public gatherings (barazas).",NA,NA,NA,1,1. OOSC accessing formal education
March,Baringo,indicator2_all_total_children,0,0,total,all,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_all_boys,0,0,male,all,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_all_girls,0,0,female,all,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_host_community_total_children,0,0,total,host_community,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_host_community_boys,0,0,male,host_community,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_host_community_girls,0,0,female,host_community,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_idps_total_children,0,0,total,idps,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_idps_boys,0,0,male,idps,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_idps_girls,0,0,female,idps,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_refugees_total_children,0,0,total,refugees,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_refugees_boys,0,0,male,refugees,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_refugees_girls,0,0,female,refugees,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_cwd_total_children,0,0,total,cwd,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_cwd_boys,0,0,male,cwd,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_cwd_girls,0,0,female,cwd,children,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_new_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_rehabiltated_latrines,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_new_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_rehabilitated_classrooms,0,0,NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator2_narrative,NA,"NA",NA,NA,NA,2,2. Children benefiting from child-friendly environment
March,Baringo,indicator3_all_total_children,0,0,total,all,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_all_boys,0,0,male,all,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_all_girls,0,0,female,all,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_host_community_total_children,0,0,total,host_community,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_host_community_boys,0,0,male,host_community,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_host_community_girls,0,0,female,host_community,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_idps_total_children,0,0,total,idps,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_idps_boys,0,0,male,idps,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_idps_girls,0,0,female,idps,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_refugees_total_children,0,0,total,refugees,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_refugees_boys,0,0,male,refugees,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_refugees_girls,0,0,female,refugees,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_cwd_total_children,0,0,total,cwd,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_cwd_boys,0,0,male,cwd,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_cwd_girls,0,0,female,cwd,children,3,3. Children who receive assistance to continue learning
March,Baringo,indicator3_narrative,NA,"NA",NA,NA,NA,3,3. Children who receive assistance to continue learning
March,Baringo,indicator4_all_total_adults,20,20,total,all,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_all_male,11,11,male,all,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_all_female,9,9,female,all,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_host_community_total_adults,20,20,total,host_community,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_host_community_male,11,11,male,host_community,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_host_community_female,9,9,female,host_community,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_idps_total_adults,0,0,total,idps,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_idps_male,0,0,male,idps,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_idps_female,0,0,female,idps,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_refugees_total_adults,0,0,total,refugees,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_refugees_male,0,0,male,refugees,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_refugees_female,0,0,female,refugees,adults,4,4. Teachers trained resilience programmes
March,Baringo,indicator4_narrative,NA,Curriculum Support officers (CSOs) were facilitated to monitor teachers in the OOSC targeted schools to build on existing transition pathways for OOSC.,NA,NA,NA,4,4. Teachers trained resilience programmes
March,Baringo,indicator5_all_total_adults,1379,1379,total,all,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_all_male,714,714,male,all,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_all_female,665,665,female,all,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_host_community_total_adults,1379,1379,total,host_community,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_host_community_male,714,714,male,host_community,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_host_community_female,665,665,female,host_community,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_idps_total_adults,0,0,total,idps,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_idps_male,0,0,male,idps,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_idps_female,0,0,female,idps,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_refugees_total_adults,0,0,total,refugees,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_refugees_male,0,0,male,refugees,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_refugees_female,0,0,female,refugees,adults,5,5. BoM trained resilience programmes
March,Baringo,indicator5_narrative,NA,"Schoolsâ€™ BOMs training was conducted in Samburu County with emphasis on the roles of BOMs. Additionally, the BOMs were supported to develop specific school improvement plans (SIPs).",NA,NA,NA,5,5. BoM trained resilience programmes
March,Baringo,indicator6_all_total_adults,0,0,total,all,adults,6,6. Govt. officials trained
March,Baringo,indicator6_all_male,0,0,male,all,adults,6,6. Govt. officials trained
March,Baringo,indicator6_all_female,0,0,female,all,adults,6,6. Govt. officials trained
March,Baringo,indicator6_narrative,NA,"NA",NA,NA,NA,6,6. Govt. officials trained
March,Baringo,indicator7_all_total_children,0,0,total,all,children,7,7. Children life skills mentorship
March,Baringo,indicator7_all_boys,0,0,male,all,children,7,7. Children life skills mentorship
March,Baringo,indicator7_all_girls,0,0,female,all,children,7,7. Children life skills mentorship
March,Baringo,indicator7_host_community_total_children,0,0,total,host_community,children,7,7. Children life skills mentorship
March,Baringo,indicator7_host_community_boys,0,0,male,host_community,children,7,7. Children life skills mentorship
March,Baringo,indicator7_host_community_girls,0,0,female,host_community,children,7,7. Children life skills mentorship
March,Baringo,indicator7_idps_total_children,0,0,total,idps,children,7,7. Children life skills mentorship
March,Baringo,indicator7_idps_boys,0,0,male,idps,children,7,7. Children life skills mentorship
March,Baringo,indicator7_idps_girls,0,0,female,idps,children,7,7. Children life skills mentorship
March,Baringo,indicator7_refugees_total_children,0,0,total,refugees,children,7,7. Children life skills mentorship
March,Baringo,indicator7_refugees_boys,0,0,male,refugees,children,7,7. Children life skills mentorship
March,Baringo,indicator7_refugees_girls,0,0,female,refugees,children,7,7. Children life skills mentorship
March,Baringo,indicator7_cwd_total_children,0,0,total,cwd,children,7,7. Children life skills mentorship
March,Baringo,indicator7_cwd_boys,0,0,male,cwd,children,7,7. Children life skills mentorship
March,Baringo,indicator7_cwd_girls,0,0,female,cwd,children,7,7. Children life skills mentorship
